headline,year,date,source,phrase,date_parsed,month,month_year,month_year_parsed
"Agents Walk a Fine Line Between Access, Privacy: Secret Service: Clinton isn't first president to chafe at closeness of protective detail, which puts safety first. Bodyguards have so far held to code of silence",1998,1998-07-18T00:00:00.000000000,LAT,president,1998-07-18T04:00Z,7,Jul 1998,1998-07-01T04:00Z
"Agents Walk a Fine Line Between Access, Privacy: Secret Service: Clinton isn't first president to chafe at closeness of protective detail, which puts safety first. Bodyguards have so far held to code of silence",1998,1998-07-18T00:00:00.000000000,LAT,clinton,1998-07-18T04:00Z,7,Jul 1998,1998-07-01T04:00Z
He's Not Obsessed With Lewinsky--Yet: Attorney hired by House panel to scrutinize Starr's anticipated report on impeachment evidence tries to ignore the hoopla,1998,1998-07-23T00:00:00.000000000,LAT,house,1998-07-23T04:00Z,7,Jul 1998,1998-07-01T04:00Z
He's Not Obsessed With Lewinsky--Yet: Attorney hired by House panel to scrutinize Starr's anticipated report on impeachment evidence tries to ignore the hoopla,1998,1998-07-23T00:00:00.000000000,LAT,panel,1998-07-23T04:00Z,7,Jul 1998,1998-07-01T04:00Z
He's Not Obsessed With Lewinsky--Yet: Attorney hired by House panel to scrutinize Starr's anticipated report on impeachment evidence tries to ignore the hoopla,1998,1998-07-23T00:00:00.000000000,LAT,impeachment,1998-07-23T04:00Z,7,Jul 1998,1998-07-01T04:00Z
He's Not Obsessed With Lewinsky--Yet: Attorney hired by House panel to scrutinize Starr's anticipated report on impeachment evidence tries to ignore the hoopla,1998,1998-07-23T00:00:00.000000000,LAT,report,1998-07-23T04:00Z,7,Jul 1998,1998-07-01T04:00Z
Can President Be Prosecuted? No One Knows for Sure,1998,1998-07-28T05:00:00.000000000,NYT,president,1998-07-28T04:00Z,7,Jul 1998,1998-07-01T04:00Z
New Perils for Clinton And Urgency for Delay,1998,1998-07-29T05:00:00.000000000,NYT,clinton,1998-07-29T04:00Z,7,Jul 1998,1998-07-01T04:00Z
Days of Scandal a Boon to Powerful Legal Clique,1998,1998-07-30T00:00:00.000000000,LAT,scandal,1998-07-30T04:00Z,7,Jul 1998,1998-07-01T04:00Z
The White House Shamus,1998,1998-08-02T05:00:00.000000000,NYT,house,1998-08-02T04:00Z,8,Aug 1998,1998-08-01T04:00Z
The White House Shamus,1998,1998-08-02T05:00:00.000000000,NYT,white,1998-08-02T04:00Z,8,Aug 1998,1998-08-01T04:00Z
The White House Shamus,1998,1998-08-02T05:00:00.000000000,NYT,white house,1998-08-02T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Ralph G. Newman, Authority on Civil War, Dies at 86",1998,1998-08-03T05:00:00.000000000,NYT,dies,1998-08-03T04:00Z,8,Aug 1998,1998-08-01T04:00Z
House Backs Bill to Reform Election Funding,1998,1998-08-04T00:00:00.000000000,LAT,election,1998-08-04T04:00Z,8,Aug 1998,1998-08-01T04:00Z
House Backs Bill to Reform Election Funding(2),1998,1998-08-04T00:00:00.000000000,LAT,election,1998-08-04T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Reno Defies GOP Pressure on Donor Probe,1998,1998-08-05T00:00:00.000000000,LAT,gop,1998-08-05T04:00Z,8,Aug 1998,1998-08-01T04:00Z
After the Clinton Storm,1998,1998-08-06T05:00:00.000000000,NYT,clinton,1998-08-06T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Lewinsky Said to Detail Clinton Affair,1998,1998-08-07T05:00:00.000000000,NYT,clinton,1998-08-07T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Grand Jury Hears Lewinsky Tell of Alleged Intimacy,1998,1998-08-07T00:00:00.000000000,LAT,jury,1998-08-07T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Woodward and Bernstein Criticize Starr(2): Inquiry: On anniversary of Nixon's resignation, Watergate reporters say the independent counsel has gone too far in Clinton sex-and-perjury probe",1998,1998-08-10T00:00:00.000000000,LAT,watergate,1998-08-10T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Woodward and Bernstein Criticize Starr: Inquiry: On anniversary of Nixon's resignation, Watergate reporters say the independent counsel has gone too far in Clinton sex-and-perjury probe",1998,1998-08-10T00:00:00.000000000,LAT,watergate,1998-08-10T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Woodward and Bernstein Criticize Starr(2): Inquiry: On anniversary of Nixon's resignation, Watergate reporters say the independent counsel has gone too far in Clinton sex-and-perjury probe",1998,1998-08-10T00:00:00.000000000,LAT,clinton,1998-08-10T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Woodward and Bernstein Criticize Starr: Inquiry: On anniversary of Nixon's resignation, Watergate reporters say the independent counsel has gone too far in Clinton sex-and-perjury probe",1998,1998-08-10T00:00:00.000000000,LAT,clinton,1998-08-10T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Former Special Counsels See Need To Alter Law That Created Them,1998,1998-08-11T05:00:00.000000000,NYT,law,1998-08-11T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"At $40 a Day, They’re D.C.'s Power Elite",1998,1998-08-15T00:00:00.000000000,LAT,power,1998-08-15T04:00Z,8,Aug 1998,1998-08-01T04:00Z
An Election in Search of a Defining--and Motivating--Issue,1998,1998-08-16T00:00:00.000000000,LAT,election,1998-08-16T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"Outside Political Circles, a Deep Sense of Sadness and Shock",1998,1998-08-17T05:00:00.000000000,NYT,political,1998-08-17T04:00Z,8,Aug 1998,1998-08-01T04:00Z
For Sale: One Hotel With a Watergate View: No Price Put on Howard Johnson,1998,1998-08-19 00:00:00,WaPo,watergate,1998-08-19T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"John Hancock to Sell Off Prime Real Estate: Wardman Park Hotel, a Watergate Office Building Are Among Properties for Sale",1998,1998-08-20 00:00:00,WaPo,watergate,1998-08-20T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Clinton Scandal and Bombings,1998,1998-08-21T00:00:00.000000000,LAT,scandal,1998-08-21T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Clinton Confidant Called Before Grand Jury Once Again,1998,1998-08-29T00:00:00.000000000,LAT,jury,1998-08-29T04:00Z,8,Aug 1998,1998-08-01T04:00Z
"BAD TIMING ASIDE, CLINTON RESOLUTE ON YELTSIN SUMMIT",1998,1998-08-30T05:00:00.000000000,NYT,clinton,1998-08-30T04:00Z,8,Aug 1998,1998-08-01T04:00Z
If Clinton Still Isn’t Resigned to His Fate ...,1998,1998-08-30T00:00:00.000000000,LAT,clinton,1998-08-30T04:00Z,8,Aug 1998,1998-08-01T04:00Z
Moynihan Calls for Impeachment Process,1998,1998-09-07T00:00:00.000000000,LAT,impeachment,1998-09-07T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Investigation Is Way of Life in Politics Now,1998,1998-09-07T00:00:00.000000000,LAT,politics,1998-09-07T04:00Z,9,Sep 1998,1998-09-01T04:00Z
An Election Season Shadowed By Crises at Home and Abroad,1998,1998-09-07T05:00:00.000000000,NYT,election,1998-09-07T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Burton Soars Over Clinton in Integrity,1998,1998-09-09T00:00:00.000000000,LAT,clinton,1998-09-09T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Clinton Aides Detail Strategy,1998,1998-09-09T05:00:00.000000000,NYT,aides,1998-09-09T04:00Z,9,Sep 1998,1998-09-01T04:00Z
REPORT BY STARR SENT TO HOUSE; IMPEACHMENT PROCESS WEIGHED; CLINTON SEEKS PARTY'S SUPPORT,1998,1998-09-10T05:00:00.000000000,NYT,impeachment,1998-09-10T04:00Z,9,Sep 1998,1998-09-01T04:00Z
REPORT BY STARR SENT TO HOUSE; IMPEACHMENT PROCESS WEIGHED; CLINTON SEEKS PARTY'S SUPPORT,1998,1998-09-10T05:00:00.000000000,NYT,clinton,1998-09-10T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Starr Sends His Report On Scandal to Congress : Clinton's New Appeal:'I Ask For Your Forgiveness',1998,1998-09-10T05:00:00.000000000,NYT,congress,1998-09-10T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Starr Sends His Report On Scandal to Congress : Clinton's New Appeal:'I Ask For Your Forgiveness',1998,1998-09-10T05:00:00.000000000,NYT,scandal,1998-09-10T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Starr Sends His Report On Scandal to Congress : Clinton's New Appeal:'I Ask For Your Forgiveness',1998,1998-09-10T05:00:00.000000000,NYT,report,1998-09-10T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"GOP Critics Strike an Apolitical Pose: House Advocates of Clinton's Resignation Stay Quiet, for Now, About Impeachment",1998,1998-09-11 00:00:00,WaPo,house,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"On Wall Street, a Wounded Clinton Is Worst Scenario",1998,1998-09-11T00:00:00.000000000,LAT,clinton,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"For Wall Street, a Wounded Clinton Is a Bleak Scenario",1998,1998-09-11T00:00:00.000000000,LAT,clinton,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Feuds Erupt in Congress Over Details of Release,1998,1998-09-11T05:00:00.000000000,NYT,congress,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
HOUSE MAY RELEASE COUNSEL'S REPORT TODAY : Starr Said to Allege Series of Crimes and Abuses,1998,1998-09-11T05:00:00.000000000,NYT,report,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Starr Report May Deepen Pundits’ Ethical Confusion,1998,1998-09-11T00:00:00.000000000,LAT,report,1998-09-11T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"With Echoes of Watergate in the Air, House Members Take a Historic Vote",1998,1998-09-12T05:00:00.000000000,NYT,watergate,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"With Echoes of Watergate in the Air, House Members Take a Historic Vote",1998,1998-09-12T05:00:00.000000000,NYT,house,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Preliminary Response to Starr Report,1998,1998-09-12T05:00:00.000000000,NYT,house,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Response to Starr Report,1998,1998-09-12T00:00:00.000000000,LAT,house,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Preliminary Response to Starr Report,1998,1998-09-12T05:00:00.000000000,NYT,white,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Response to Starr Report,1998,1998-09-12T00:00:00.000000000,LAT,white,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Preliminary Response to Starr Report,1998,1998-09-12T05:00:00.000000000,NYT,white house,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Excerpts From White House Response to Starr Report,1998,1998-09-12T00:00:00.000000000,LAT,white house,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"STARR FINDS A CASE FOR IMPEACHMENT IN PERJURY, OBSTRUCTION, TAMPERING",1998,1998-09-12T05:00:00.000000000,NYT,case,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"STARR FINDS A CASE FOR IMPEACHMENT IN PERJURY, OBSTRUCTION, TAMPERING",1998,1998-09-12T05:00:00.000000000,NYT,impeachment,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Full Text of Findings Sent to Congress -- Part Six of Thirteen,1998,1998-09-12T05:00:00.000000000,NYT,congress,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Full Text of Findings Sent to Congress -- Part Three of Thirteen,1998,1998-09-12T05:00:00.000000000,NYT,congress,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Full Text of Findings Sent to Congress -- Part Seven of Thirteen,1998,1998-09-12T05:00:00.000000000,NYT,congress,1998-09-12T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Dole Advises GOP Restraint,1998,1998-09-13T00:00:00.000000000,LAT,gop,1998-09-13T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"WHITE HOUSE, IN REBUTTAL TO STARR, ASSAILS REPORT AS 'SMEAR CAMPAIGN'",1998,1998-09-13T05:00:00.000000000,NYT,report,1998-09-13T04:00Z,9,Sep 1998,1998-09-01T04:00Z
'I Never Expected To Fall in Love': Report Details Lewinsky's All-Consuming Affair,1998,1998-09-13 00:00:00,WaPo,report,1998-09-13T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"Sanchez, Constituents Put Report Aside",1998,1998-09-13T00:00:00.000000000,LAT,report,1998-09-13T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"10 Days in the White House: Public Acts, Private Moments",1998,1998-09-14T05:00:00.000000000,NYT,white,1998-09-14T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Starr's Report Paints A Many-Sided Portrait,1998,1998-09-14T05:00:00.000000000,NYT,report,1998-09-14T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Federalist Papers Have Unusual Public Airing,1998,1998-09-14T05:00:00.000000000,NYT,public,1998-09-14T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"10 Days in the White House: Public Acts, Private Moments",1998,1998-09-14T05:00:00.000000000,NYT,public,1998-09-14T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"Unpleasant Reminder of the Summer of '74: Clinton scandals: The nation is transfixed, supporters are disgusted. Just like Watergate",1998,1998-09-16T00:00:00.000000000,LAT,clinton,1998-09-16T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"Unpleasant Reminder of the Summer of '74: Clinton scandals: The nation is transfixed, supporters are disgusted. Just like Watergate",1998,1998-09-16T00:00:00.000000000,LAT,nation,1998-09-16T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"George Danielson; Appeals Court Judge, Legislator",1998,1998-09-17T00:00:00.000000000,LAT,court,1998-09-17T04:00Z,9,Sep 1998,1998-09-01T04:00Z
"Clinton, Nixon and What It Means to Obstruct",1998,1998-09-18T05:00:00.000000000,NYT,nixon,1998-09-18T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Clinton Issue Encroaches on Schumer's Senate Run,1998,1998-09-18T05:00:00.000000000,NYT,senate,1998-09-18T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Clinton Scandal Can Mean Tough Choices for Teachers,1998,1998-09-18T00:00:00.000000000,LAT,scandal,1998-09-18T04:00Z,9,Sep 1998,1998-09-01T04:00Z
House Panel Votes to Release Clinton Video on Monday,1998,1998-09-19T00:00:00.000000000,LAT,panel,1998-09-19T04:00Z,9,Sep 1998,1998-09-01T04:00Z
PANEL SCHEDULES A MONDAY RELEASE OF CLINTON VIDEO,1998,1998-09-19T05:00:00.000000000,NYT,clinton,1998-09-19T04:00Z,9,Sep 1998,1998-09-01T04:00Z
House Panel Votes to Release Clinton Video on Monday,1998,1998-09-19T00:00:00.000000000,LAT,clinton,1998-09-19T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Division Is a Way of Strife for the Members of House Judiciary Panel,1998,1998-09-21T00:00:00.000000000,LAT,house,1998-09-21T04:00Z,9,Sep 1998,1998-09-01T04:00Z
A Public Drama to Resolve Private Dilemmas,1998,1998-09-21T00:00:00.000000000,LAT,public,1998-09-21T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Clinton Fallout Could Affect Power Balance in Sacramento,1998,1998-09-21T00:00:00.000000000,LAT,power,1998-09-21T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Next Step for Congress: Impeachment Decision,1998,1998-09-22T05:00:00.000000000,NYT,impeachment,1998-09-22T04:00Z,9,Sep 1998,1998-09-01T04:00Z
A Way Out: Hold Public Shaming,1998,1998-09-22T00:00:00.000000000,LAT,public,1998-09-22T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Democrats Look to Public Mood to Stall Impeachment Push,1998,1998-09-23T00:00:00.000000000,LAT,impeachment,1998-09-23T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Democrats Look to Public Mood to Stall Impeachment Push,1998,1998-09-23T00:00:00.000000000,LAT,public,1998-09-23T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Scandal's End Could Find Tripp in White Hat or Black,1998,1998-09-24T00:00:00.000000000,LAT,white,1998-09-24T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Gingrich Calls on President to ‘Cooperate’,1998,1998-09-26T00:00:00.000000000,LAT,president,1998-09-26T04:00Z,9,Sep 1998,1998-09-01T04:00Z
G.O.P. Says It Ignores Critical Polls On Inquiry,1998,1998-09-27T05:00:00.000000000,NYT,says,1998-09-27T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Hyde Backs Inquiry on Impeachment,1998,1998-09-29T00:00:00.000000000,LAT,inquiry,1998-09-29T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Lott Loosens His Impeachment Standard,1998,1998-09-30T00:00:00.000000000,LAT,impeachment,1998-09-30T04:00Z,9,Sep 1998,1998-09-01T04:00Z
House GOP Pushes Wide Clinton Probe: Democrats Want Time and Subject Limits,1998,1998-09-30 00:00:00,WaPo,democrats,1998-09-30T04:00Z,9,Sep 1998,1998-09-01T04:00Z
House GOP Pushes Wide Clinton Probe: Democrats Want Time and Subject Limits,1998,1998-09-30 00:00:00,WaPo,clinton,1998-09-30T04:00Z,9,Sep 1998,1998-09-01T04:00Z
House GOP Pushes Wide Clinton Probe: Democrats Want Time and Subject Limits,1998,1998-09-30 00:00:00,WaPo,gop,1998-09-30T04:00Z,9,Sep 1998,1998-09-01T04:00Z
Ghosts of Watergate Haunt Impeachment Debate,1998,1998-10-01T05:00:00.000000000,NYT,watergate,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Proposes Wide-Ranging Clinton Inquiry: Plan Modeled on Watergate Rules,1998,1998-10-01 00:00:00,WaPo,watergate,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,house,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,house,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,white,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,white,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,white house,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,white house,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,panel,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,panel,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Ghosts of Watergate Haunt Impeachment Debate,1998,1998-10-01T05:00:00.000000000,NYT,impeachment,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,impeachment,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,impeachment,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a chance to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,democrats,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Offers Watergate-Style Resolution for Proceedings: House: Panel prepares plan to give White House a change to present testimony at impeachment hearings. Democrats still seek time limit,1998,1998-10-01T00:00:00.000000000,LAT,democrats,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
GOP Proposes Wide-Ranging Clinton Inquiry: Plan Modeled on Watergate Rules,1998,1998-10-01 00:00:00,WaPo,clinton,1998-10-01T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Top House Democrats Back Finite Impeachment Inquiry,1998,1998-10-02T05:00:00.000000000,NYT,house,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Democrats in House Seeking Limited Inquiry,1998,1998-10-02T00:00:00.000000000,LAT,house,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
White House Lets Democrats Try to Sell Censure Option,1998,1998-10-02T00:00:00.000000000,LAT,house,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Top House Democrats Back Finite Impeachment Inquiry,1998,1998-10-02T05:00:00.000000000,NYT,impeachment,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Top House Democrats Back Finite Impeachment Inquiry,1998,1998-10-02T05:00:00.000000000,NYT,democrats,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
White House Lets Democrats Try to Sell Censure Option,1998,1998-10-02T00:00:00.000000000,LAT,democrats,1998-10-02T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Clinton's Lawyers Attack Inquiry as 'Standardless',1998,1998-10-03T05:00:00.000000000,NYT,inquiry,1998-10-03T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"Former President Gerald Ford Suggests a House Rebuke, Not Impeachment, for Clinton",1998,1998-10-04T05:00:00.000000000,NYT,house,1998-10-04T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"Former President Gerald Ford Suggests a House Rebuke, Not Impeachment, for Clinton",1998,1998-10-04T05:00:00.000000000,NYT,president,1998-10-04T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"Former President Gerald Ford Suggests a House Rebuke, Not Impeachment, for Clinton",1998,1998-10-04T05:00:00.000000000,NYT,ford,1998-10-04T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"WITH LINES DRAWN, HOUSE PANEL NEARS IMPEACHMENT VOTE",1998,1998-10-05T05:00:00.000000000,NYT,house,1998-10-05T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"WITH LINES DRAWN, HOUSE PANEL NEARS IMPEACHMENT VOTE",1998,1998-10-05T05:00:00.000000000,NYT,panel,1998-10-05T04:00Z,10,Oct 1998,1998-10-01T04:00Z
House Panel Now Debates the Fate of a President,1998,1998-10-05T00:00:00.000000000,LAT,panel,1998-10-05T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"WITH LINES DRAWN, HOUSE PANEL NEARS IMPEACHMENT VOTE",1998,1998-10-05T05:00:00.000000000,NYT,impeachment,1998-10-05T04:00Z,10,Oct 1998,1998-10-01T04:00Z
A Lawmaker Asks: Watergate or Peyton Place?,1998,1998-10-06T05:00:00.000000000,NYT,watergate,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Excerpts From Minority Counsel Presentation to House Judiciary Committee,1998,1998-10-06T05:00:00.000000000,NYT,house,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Watergate Words Ring During Debate: Politics: Speeches during House impeachment inquiry discussion include many references to previous scandal,1998,1998-10-06T00:00:00.000000000,LAT,house,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
"JUDICIARY PANEL, IN PARTY VOTE, URGES IMPEACHMENT HEARINGS",1998,1998-10-06T05:00:00.000000000,NYT,impeachment,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
President Faces 15 Allegations as Impeachment Inquiry Opens : More Charges Leveled at Clinton,1998,1998-10-06T05:00:00.000000000,NYT,impeachment,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Watergate Words Ring During Debate: Politics: Speeches during House impeachment inquiry discussion include many references to previous scandal,1998,1998-10-06T00:00:00.000000000,LAT,impeachment,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
President Faces 15 Allegations as Impeachment Inquiry Opens : More Charges Leveled at Clinton,1998,1998-10-06T05:00:00.000000000,NYT,inquiry,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Watergate Words Ring During Debate: Politics: Speeches during House impeachment inquiry discussion include many references to previous scandal,1998,1998-10-06T00:00:00.000000000,LAT,inquiry,1998-10-06T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Some Democrats Agonize Over Upcoming Vote,1998,1998-10-07T00:00:00.000000000,LAT,democrats,1998-10-07T04:00Z,10,Oct 1998,1998-10-01T04:00Z
PRESIDENT URGES 'CONSCIENCE' VOTE ON HOUSE INQUIRY,1998,1998-10-08T05:00:00.000000000,NYT,house,1998-10-08T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Impeachment Inquiry Approved; 31 House Democrats Back GOP: Proposed to Limit Probe Is Rejected,1998,1998-10-09 00:00:00,WaPo,house,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Excerpts From Debate on Plan to Begin an Impeachment Inquiry,1998,1998-10-09T05:00:00.000000000,NYT,impeachment,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Impeachment Inquiry Approved; 31 House Democrats Back GOP: Proposed to Limit Probe Is Rejected,1998,1998-10-09 00:00:00,WaPo,inquiry,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Impeachment Inquiry OKd,1998,1998-10-09T00:00:00.000000000,LAT,inquiry,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Impeachment Inquiry Approved; 31 House Democrats Back GOP: Proposed to Limit Probe Is Rejected,1998,1998-10-09 00:00:00,WaPo,democrats,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Impeachment Inquiry Approved; 31 House Democrats Back GOP: Proposed to Limit Probe Is Rejected,1998,1998-10-09 00:00:00,WaPo,probe,1998-10-09T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Starr OKd as Witness If Called in Impeachment Inquiry,1998,1998-10-10T00:00:00.000000000,LAT,impeachment,1998-10-10T04:00Z,10,Oct 1998,1998-10-01T04:00Z
A Life Reflected in a House Transformed,1998,1998-10-13T05:00:00.000000000,NYT,house,1998-10-13T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Hyde Trims Impeachment Inquiry,1998,1998-10-15T00:00:00.000000000,LAT,impeachment,1998-10-15T04:00Z,10,Oct 1998,1998-10-01T04:00Z
Networks Want Only Bits of Impeachment Hearings: Television: They provided live coverage of Watergate hearings but don't have similar plans for Clinton inquiry,1998,1998-10-17T00:00:00.000000000,LAT,watergate,1998-10-17T04:00Z,10,Oct 1998,1998-10-01T04:00Z
